summary_level,include_stage_directions,play_id,play_title,section,act,scene,scene_index_in_play,num_units,num_sentences,num_words_modern,num_stage_directions,vader_mean,vader_median,dl_mean,dl_median,vader_std,dl_std
scene,true,king-lear,King Lear,main,2,4,9,110,277,2938,13,-0.01465,0.0,-0.09148,-0.06352,0.39237,0.39739
scene,true,king-lear,King Lear,main,3,1,10,13,36,497,3,0.02246,0.0,-0.10614,-0.02918,0.40852,0.30635
scene,true,king-lear,King Lear,main,3,2,11,18,65,857,5,-0.11543,0.0,-0.07198,-0.00758,0.40443,0.46231
scene,true,king-lear,King Lear,main,3,3,12,7,23,250,3,-0.07312,0.0,-0.07846,-0.0417,0.34965,0.35268
scene,true,king-lear,King Lear,main,3,4,13,64,185,1771,6,-0.10409,0.0,-0.0229,0.00835,0.42814,0.43834
scene,true,king-lear,King Lear,main,3,5,14,11,14,230,2,-0.01069,0.0129,0.05281,0.02936,0.50595,0.33741
scene,true,king-lear,King Lear,main,3,6,15,41,102,1016,5,-0.04545,0.0,-0.00492,-0.00051,0.44516,0.39675
scene,true,king-lear,King Lear,main,3,7,16,69,126,1098,14,-0.06566,0.0,-0.06611,-0.0173,0.32409,0.41526
scene,true,king-lear,King Lear,main,4,1,17,35,76,816,4,0.00317,0.0,-0.06092,-0.05723,0.39085,0.43533
scene,true,king-lear,King Lear,main,4,2,18,39,90,954,8,-0.09028,0.0,-0.09171,-0.03944,0.45585,0.41488
scene,true,king-lear,King Lear,main,4,3,19,23,44,504,2,0.02433,0.0,-0.0852,-0.02683,0.36957,0.34517
scene,true,king-lear,King Lear,main,4,4,20,10,22,271,4,0.04112,0.0,0.08082,0.14711,0.3876,0.38025
scene,true,king-lear,King Lear,main,4,5,21,21,44,364,2,0.06202,0.0,-0.03331,-0.00657,0.31851,0.3394
scene,true,king-lear,King Lear,main,4,6,22,104,303,2629,16,-0.04047,0.0,-0.01313,-0.00073,0.41195,0.40037
scene,true,king-lear,King Lear,main,4,7,23,48,102,908,5,0.00272,0.0,-0.0989,-0.05514,0.38058,0.39311
scene,true,king-lear,King Lear,main,5,1,24,41,73,717,9,0.04239,0.0,-0.04453,-0.01248,0.35669,0.35505
scene,true,king-lear,King Lear,main,5,2,25,12,25,159,8,0.07823,0.0,0.08581,0.01028,0.31744,0.27247
scene,true,king-lear,King Lear,main,5,3,26,144,329,3242,25,0.00203,0.0,-0.00404,0.00199,0.38682,0.40874
play,true,loves-labors-lost,Love's Labor's Lost,,,,,1142,2076,25811,72,0.14212,0.0,0.03029,0.00688,0.41453,0.41085
act,true,loves-labors-lost,Love's Labor's Lost,main,1,,,204,332,4136,9,0.11738,0.0,0.03036,0.00066,0.41817,0.4038
act,true,loves-labors-lost,Love's Labor's Lost,main,2,,,121,179,2338,9,0.19874,0.0258,0.00284,-0.00431,0.38287,0.41161
act,true,loves-labors-lost,Love's Labor's Lost,main,3,,,87,169,1944,8,0.17085,0.0,0.08419,0.03174,0.36402,0.40657
act,true,loves-labors-lost,Love's Labor's Lost,main,4,,,232,549,7090,17,0.13291,0.0,0.06804,0.02351,0.45012,0.42215
act,true,loves-labors-lost,Love's Labor's Lost,main,5,,,498,847,10303,29,0.14008,0.0,0.00084,-0.00461,0.40435,0.4047
scene,true,loves-labors-lost,Love's Labor's Lost,main,1,1,1,107,190,2714,4,0.07716,0.0,-0.02558,-0.01448,0.39813,0.39694
scene,true,loves-labors-lost,Love's Labor's Lost,main,1,2,2,97,142,1422,5,0.17119,0.0,0.10522,0.05307,0.43924,0.40215
scene,true,loves-labors-lost,Love's Labor's Lost,main,2,1,3,121,179,2338,9,0.19874,0.0258,0.00284,-0.00431,0.38287,0.41161
scene,true,loves-labors-lost,Love's Labor's Lost,main,3,1,4,87,169,1944,8,0.17085,0.0,0.08419,0.03174,0.36402,0.40657
scene,true,loves-labors-lost,Love's Labor's Lost,main,4,1,5,68,161,1671,6,0.12856,0.0,0.10828,0.02828,0.39342,0.40309
scene,true,loves-labors-lost,Love's Labor's Lost,main,4,2,6,50,111,1795,4,0.21173,0.2732,0.06706,0.03137,0.4296,0.39258
scene,true,loves-labors-lost,Love's Labor's Lost,main,4,3,7,114,277,3624,7,0.10384,0.0,0.04504,0.01399,0.48543,0.44356
scene,true,loves-labors-lost,Love's Labor's Lost,main,5,1,8,59,106,1385,3,0.18711,0.0,0.12243,0.08521,0.37166,0.40049
scene,true,loves-labors-lost,Love's Labor's Lost,main,5,2,9,439,741,8918,26,0.13336,0.0,-0.01655,-0.01307,0.40861,0.40257
play,true,macbeth,Macbeth,,,,,828,1927,20425,171,-0.01227,0.0,-0.03803,-0.01633,0.40681,0.3825
act,true,macbeth,Macbeth,main,1,,,154,351,4684,38,0.09568,0.0,0.0349,0.00286,0.43161,0.39506
act,true,macbeth,Macbeth,main,2,,,162,368,3420,27,-0.05707,0.0,-0.10216,-0.05592,0.3516,0.35989
act,true,macbeth,Macbeth,main,3,,,166,413,4396,31,-0.02472,0.0,-0.03337,-0.00747,0.41954,0.37993
act,true,macbeth,Macbeth,main,4,,,183,443,4417,29,0.00243,0.0,-0.04613,-0.01913,0.42577,0.391
act,true,macbeth,Macbeth,main,5,,,163,352,3508,46,-0.07696,0.0,-0.03898,-0.01872,0.37387,0.37425
scene,true,macbeth,Macbeth,main,1,1,1,12,15,108,3,0.05983,0.0,0.08591,-0.00355,0.16314,0.22918
scene,true,macbeth,Macbeth,main,1,2,2,23,45,582,6,0.01473,0.0,0.04125,0.03474,0.45725,0.36154
scene,true,macbeth,Macbeth,main,1,3,3,57,121,1502,7,0.08982,0.0,0.04971,-0.00626,0.39551,0.38111
scene,true,macbeth,Macbeth,main,1,4,4,16,42,606,6,0.20581,0.064,0.12254,0.0579,0.43359,0.46002
scene,true,macbeth,Macbeth,main,1,5,5,19,47,695,5,0.04257,0.0,0.04721,0.01004,0.4745,0.43879
scene,true,macbeth,Macbeth,main,1,6,6,10,26,349,5,0.40462,0.42755,0.13703,0.13065,0.37113,0.39548
scene,true,macbeth,Macbeth,main,1,7,7,17,55,842,6,-0.00016,0.0,-0.14253,-0.11429,0.45951,0.35662
scene,true,macbeth,Macbeth,main,2,1,8,24,57,644,5,0.11307,0.0,-0.06564,0.00489,0.32456,0.3253
scene,true,macbeth,Macbeth,main,2,2,9,38,89,816,5,-0.11734,0.0,-0.11795,-0.05592,0.30615,0.3906
scene,true,macbeth,Macbeth,main,2,3,10,75,181,1564,14,-0.0874,0.0,-0.11877,-0.06804,0.35811,0.35176
scene,true,macbeth,Macbeth,main,2,4,11,25,41,396,3,-0.02892,0.0,-0.04535,-0.04916,0.38619,0.37515
scene,true,macbeth,Macbeth,main,3,1,12,47,108,1334,10,-0.01459,0.0,0.02881,0.0105,0.36706,0.38437
scene,true,macbeth,Macbeth,main,3,2,13,19,46,504,4,0.02081,0.0,-0.03553,-0.02727,0.47759,0.41314
scene,true,macbeth,Macbeth,main,3,3,14,23,38,238,3,-0.0264,0.0,-0.01141,0.01913,0.33728,0.32618
scene,true,macbeth,Macbeth,main,3,4,15,61,164,1584,7,-0.02351,0.0,-0.05112,-0.02142,0.45028,0.37419
scene,true,macbeth,Macbeth,main,3,5,16,8,27,278,5,-0.01821,0.0,-0.07978,0.006,0.39864,0.40324
scene,true,macbeth,Macbeth,main,3,6,17,8,30,458,2,-0.14129,0.0,-0.14284,-0.11931,0.45228,0.37554
scene,true,macbeth,Macbeth,main,4,1,18,66,163,1404,19,-0.00401,0.0,0.03602,0.01131,0.3455,0.3307
scene,true,macbeth,Macbeth,main,4,2,19,47,86,792,5,-0.04562,0.0,-0.07186,-0.03981,0.43365,0.40961
scene,true,macbeth,Macbeth,main,4,3,20,70,194,2221,5,0.02914,0.0,-0.10375,-0.05575,0.47996,0.41844
scene,true,macbeth,Macbeth,main,5,1,21,37,85,674,4,-0.00465,0.0,-0.04466,-0.03125,0.30613,0.36931
scene,true,macbeth,Macbeth,main,5,2,22,12,27,316,2,-0.09754,0.0,-0.06011,0.01281,0.43098,0.30351
scene,true,macbeth,Macbeth,main,5,3,23,27,61,590,5,-0.02125,0.0,0.02347,-0.00285,0.37833,0.37147
scene,true,macbeth,Macbeth,main,5,4,24,12,18,227,2,0.02367,0.0,-0.16756,-0.15452,0.3279,0.28736
scene,true,macbeth,Macbeth,main,5,5,25,19,40,519,5,-0.2329,-0.0258,-0.10521,-0.04034,0.38202,0.42425
scene,true,macbeth,Macbeth,main,5,6,26,5,8,95,2,-0.03506,0.0,0.15797,0.11926,0.36582,0.26661
scene,true,macbeth,Macbeth,main,5,7,27,21,41,301,13,-0.14151,0.0,-0.07848,-0.01194,0.36297,0.34596
scene,true,macbeth,Macbeth,main,5,8,28,30,72,786,13,-0.10825,0.0,-0.00769,0.00241,0.41095,0.4137
play,true,measure-for-measure,Measure for Measure,,,,,1048,2304,22588,124,0.04282,0.0,-0.03317,-0.01977,0.38761,0.3901
act,true,measure-for-measure,Measure for Measure,main,1,,,159,312,3247,19,0.10775,0.0,-0.04167,-0.0318,0.35222,0.35773
act,true,measure-for-measure,Measure for Measure,main,2,,,291,619,5892,26,0.04242,0.0,-0.03082,-0.01657,0.39897,0.39202
act,true,measure-for-measure,Measure for Measure,main,3,,,181,463,4582,18,0.04843,0.0,-0.0549,-0.03865,0.43272,0.39606
act,true,measure-for-measure,Measure for Measure,main,4,,,229,481,4341,46,0.02917,0.0,-0.0294,-0.00719,0.32989,0.3476
act,true,measure-for-measure,Measure for Measure,main,5,,,188,429,4526,15,0.00542,0.0,-0.01117,-0.01602,0.39944,0.44501
scene,true,measure-for-measure,Measure for Measure,main,1,1,1,23,54,683,5,0.24573,0.2021,0.06199,0.0237,0.29072,0.33939
scene,true,measure-for-measure,Measure for Measure,main,1,2,2,90,155,1384,8,0.03738,0.0,-0.08577,-0.05932,0.34859,0.33112
scene,true,measure-for-measure,Measure for Measure,main,1,3,3,9,27,452,2,0.11029,0.0772,-0.12817,-0.12785,0.47561,0.45283
scene,true,measure-for-measure,Measure for Measure,main,1,4,4,37,76,728,4,0.15234,0.0,0.00536,-0.02154,0.31751,0.36924
scene,true,measure-for-measure,Measure for Measure,main,2,1,5,126,260,2208,8,0.07894,0.0,-0.00945,-0.00322,0.35247,0.35699
scene,true,measure-for-measure,Measure for Measure,main,2,2,6,82,188,1725,8,0.03111,0.0,-0.04573,-0.05593,0.41431,0.408
scene,true,measure-for-measure,Measure for Measure,main,2,3,7,26,39,389,4,-0.04074,0.0,-0.02022,-0.0184,0.43164,0.44643
scene,true,measure-for-measure,Measure for Measure,main,2,4,8,57,132,1570,6,0.01118,0.0,-0.0548,-0.01165,0.44762,0.41926
scene,true,measure-for-measure,Measure for Measure,main,3,1,9,83,216,2238,9,0.04804,0.0,-0.04522,-0.01853,0.46024,0.43313
scene,true,measure-for-measure,Measure for Measure,main,3,2,10,98,247,2344,9,0.04876,0.0,-0.06336,-0.04995,0.40808,0.36123
scene,true,measure-for-measure,Measure for Measure,main,4,1,11,36,67,606,9,0.11276,0.0,0.01655,0.00958,0.29008,0.37268
scene,true,measure-for-measure,Measure for Measure,main,4,2,12,88,180,1758,13,0.02144,0.0,-0.0768,-0.03497,0.35087,0.34216
scene,true,measure-for-measure,Measure for Measure,main,4,3,13,77,174,1432,14,0.01892,0.0,0.01864,0.01091,0.31625,0.34394
scene,true,measure-for-measure,Measure for Measure,main,4,4,14,12,28,277,3,-0.10075,0.0,-0.17463,-0.22532,0.38772,0.32234
scene,true,measure-for-measure,Measure for Measure,main,4,5,15,7,15,130,4,0.07976,0.0,0.0854,0.03671,0.23812,0.21741
scene,true,measure-for-measure,Measure for Measure,main,4,6,16,9,17,138,3,0.0558,0.0,-0.06259,-0.03623,0.30328,0.36963
scene,true,measure-for-measure,Measure for Measure,main,5,1,17,188,429,4526,15,0.00542,0.0,-0.01117,-0.01602,0.39944,0.44501
play,true,much-ado-about-nothing,Much Ado About Nothing,,,,,1085,2117,23533,106,0.11528,0.0,-0.02439,-0.0146,0.4224,0.39047
act,true,much-ado-about-nothing,Much Ado About Nothing,main,1,,,161,315,3693,14,0.18878,0.0,-0.01442,-0.01611,0.40099,0.37252
act,true,much-ado-about-nothing,Much Ado About Nothing,main,2,,,269,536,6129,33,0.15523,0.0,-0.01945,-0.01431,0.41638,0.39038
act,true,much-ado-about-nothing,Much Ado About Nothing,main,3,,,248,436,4833,23,0.11911,0.0,-0.05073,-0.02144,0.3973,0.37238
act,true,much-ado-about-nothing,Much Ado About Nothing,main,4,,,166,334,3573,9,0.07607,0.0,-0.02348,-0.01622,0.4544,0.41228
act,true,much-ado-about-nothing,Much Ado About Nothing,main,5,,,241,496,5305,27,0.04844,0.0,-0.01351,-0.00449,0.43014,0.40249
scene,true,much-ado-about-nothing,Much Ado About Nothing,main,1,1,1,123,233,2839,8,0.18682,0.0772,-0.01283,-0.01233,0.40373,0.37943
scene,true,much-ado-about-nothing,Much Ado About Nothing,main,1,2,2,11,23,239,3,0.25816,0.1154,0.10573,0.11535,0.29984,0.28383
scene,true,much-ado-about-nothing,Much Ado About Nothing,main,1,3,3,27,59,615,3,0.16948,0.0,-0.06755,-0.04616,0.42674,0.36913
scene,true,much-ado-about-nothing,Much Ado About Nothing,main,2,1,4,157,301,3332,20,0.14849,0.0,-0.03312,-0.01995,0.4197,0.3755
scene,true,much-ado-about-nothing,Much Ado About Nothing,main,2,2,5,19,31,413,2,0.04511,0.0,0.03026,-0.01431,0.4573,0.33728
scene,true,much-ado-about-nothing,Much Ado About Nothing,main,2,3,6,93,204,2384,11,0.18192,0.0191,-0.00684,-0.01031,0.40381,0.41908
scene,true,much-ado-about-nothing,Much Ado About Nothing,main,3,1,7,33,80,1096,6,0.18635,0.0731,-0.0239,0.0071,0.43466,0.3993
scene,true,much-ado-about-nothing,Much Ado About Nothing,main,3,2,8,64,97,1009,4,0.11136,0.0,-0.14224,-0.06493,0.39397,0.34684
scene,true,much-ado-about-nothing,Much Ado About Nothing,main,3,3,9,71,122,1394,4,0.01278,0.0,-0.03921,-0.01487,0.36483,0.35721
scene,true,much-ado-about-nothing,Much Ado About Nothing,main,3,4,10,47,87,814,5,0.15385,0.0,-0.01924,-0.02234,0.40318,0.40432
scene,true,much-ado-about-nothing,Much Ado About Nothing,main,3,5,11,33,50,520,4,0.22558,0.0,0.00098,0.00588,0.35959,0.33719
scene,true,much-ado-about-nothing,Much Ado About Nothing,main,4,1,12,122,262,2841,5,0.10192,0.0,-0.04266,-0.03425,0.45584,0.42704
scene,true,much-ado-about-nothing,Much Ado About Nothing,main,4,2,13,44,72,732,4,-0.01797,0.0,0.04631,0.01121,0.43946,0.34716
scene,true,much-ado-about-nothing,Much Ado About Nothing,main,5,1,14,123,276,2957,9,-0.03232,0.0,-0.06803,-0.03414,0.43728,0.4056
scene,true,much-ado-about-nothing,Much Ado About Nothing,main,5,2,15,40,73,820,6,0.11393,0.0,0.02054,0.06923,0.42326,0.41725
scene,true,much-ado-about-nothing,Much Ado About Nothing,main,5,3,16,10,33,330,3,0.00149,0.0,0.20088,0.22437,0.39256,0.31226
scene,true,much-ado-about-nothing,Much Ado About Nothing,main,5,4,17,68,114,1198,9,0.21559,0.13425,0.0346,-0.00364,0.37391,0.38338
play,true,othello,Othello,,,,,1345,3049,29107,140,0.02458,0.0,-0.02498,-0.01677,0.40507,0.40271
act,true,othello,Othello,main,1,,,189,523,6008,22,0.02919,0.0,-0.02688,-0.01292,0.39808,0.39657
act,true,othello,Othello,main,2,,,231,577,5901,34,0.08393,0.0,-0.01497,-0.00882,0.42249,0.3874
act,true,othello,Othello,main,3,,,318,671,6641,31,0.06207,0.0,-0.05255,-0.02916,0.39379,0.38781
act,true,othello,Othello,main,4,,,329,642,5768,28,0.04071,0.0,-0.01363,-0.02222,0.38332,0.39366
act,true,othello,Othello,main,5,,,278,636,4789,25,-0.08891,0.0,-0.01489,-0.01347,0.40693,0.44358
scene,true,othello,Othello,main,1,1,1,51,159,1741,6,-0.00089,0.0,-0.00267,-0.01009,0.37611,0.4186
scene,true,othello,Othello,main,1,2,2,39,86,931,6,0.02668,0.0,-0.00901,-0.01274,0.38323,0.35046
scene,true,othello,Othello,main,1,3,3,99,278,3336,10,0.04716,0.0,-0.04625,-0.01874,0.41477,0.39739
scene,true,othello,Othello,main,2,1,4,105,247,2592,13,0.12844,0.0,-0.03736,-0.0176,0.42622,0.38003
scene,true,othello,Othello,main,2,2,5,3,8,96,2,0.47108,0.6119,0.12352,0.05402,0.41112,0.33422
scene,true,othello,Othello,main,2,3,6,123,322,3213,19,0.04017,0.0,-0.00123,-0.00469,0.41257,0.39388
scene,true,othello,Othello,main,3,1,7,34,58,469,9,0.12486,0.0,0.02356,0.01192,0.32448,0.28346
scene,true,othello,Othello,main,3,2,8,6,8,72,2,0.18649,0.0,0.20159,0.0536,0.2798,0.2618
scene,true,othello,Othello,main,3,3,9,177,416,4381,11,0.0585,0.0,-0.08279,-0.06807,0.40976,0.40383
scene,true,othello,Othello,main,3,4,10,101,189,1719,9,0.04539,0.0,-0.0201,-0.01197,0.38078,0.3761
scene,true,othello,Othello,main,4,1,11,165,315,2630,13,0.03933,0.0,-0.00698,-0.01873,0.37301,0.39846
scene,true,othello,Othello,main,4,2,12,119,228,2168,12,0.03031,0.0,-0.0316,-0.03553,0.39101,0.39803
scene,true,othello,Othello,main,4,3,13,45,99,970,3,0.06905,0.0,0.00658,-0.01425,0.40005,0.36962
scene,true,othello,Othello,main,5,1,14,87,199,1314,10,-0.0873,0.0,0.02949,0.01136,0.39434,0.40039
scene,true,othello,Othello,main,5,2,15,191,437,3475,15,-0.08965,0.0,-0.0351,-0.01782,0.41298,0.46093
play,true,pericles,Pericles,,,,,777,1685,18513,132,0.06483,0.0,0.01852,0.00576,0.40185,0.39552
act,true,pericles,Pericles,main,1,,,101,281,3903,23,-0.01468,0.0,-0.05888,-0.0249,0.48884,0.39844
act,true,pericles,Pericles,main,2,,,200,395,4496,29,0.16137,0.0,0.02387,0.00955,0.37781,0.3975
act,true,pericles,Pericles,main,3,,,96,214,2168,19,0.09178,0.0,0.07712,0.04068,0.36355,0.39364
act,true,pericles,Pericles,main,4,,,233,474,4682,37,0.00169,0.0,-0.02698,-0.01395,0.38312,0.37961
act,true,pericles,Pericles,main,5,,,147,321,3264,24,0.09092,0.0,0.10783,0.05175,0.36866,0.39372
scene,true,pericles,Pericles,main,1,,1,3,17,321,2,0.02648,0.0,0.0363,0.04334,0.59311,0.37451
scene,true,pericles,Pericles,main,1,1,2,36,95,1384,10,-0.0299,0.0,-0.00827,0.01655,0.52087,0.45415
scene,true,pericles,Pericles,main,1,2,3,22,73,997,3,-0.00522,0.0,-0.0934,-0.04518,0.49806,0.36465
scene,true,pericles,Pericles,main,1,3,4,13,27,341,3,0.019,0.0,-0.11999,-0.07712,0.35076,0.31966
scene,true,pericles,Pericles,main,1,4,5,27,69,860,5,-0.02707,0.0,-0.09159,-0.12198,0.46368,0.38212
scene,true,pericles,Pericles,main,2,,6,5,21,323,6,0.01408,0.0,-0.08563,-0.01459,0.4305,0.31458
scene,true,pericles,Pericles,main,2,1,7,59,120,1312,5,0.16154,0.0,0.06008,0.01261,0.36278,0.40715
scene,true,pericles,Pericles,main,2,2,8,28,44,500,4,0.18296,0.0,0.00344,0.02259,0.35363,0.33735
scene,true,pericles,Pericles,main,2,3,9,45,82,972,5,0.26397,0.0772,0.08356,0.06719,0.37838,0.36078
scene,true,pericles,Pericles,main,2,4,10,20,40,446,3,0.02581,0.0,-0.06253,-0.02803,0.39381,0.40671
scene,true,pericles,Pericles,main,2,5,11,43,88,943,6,0.15149,0.0,-0.00551,0.01098,0.36775,0.44935
scene,true,pericles,Pericles,main,3,,12,2,15,256,1,0.00716,0.0,-0.14614,-0.10687,0.39428,0.2454
scene,true,pericles,Pericles,main,3,1,13,29,66,620,5,0.04421,0.0,0.06747,0.03236,0.31801,0.41653
scene,true,pericles,Pericles,main,3,2,14,47,91,850,9,0.11838,0.0,0.13417,0.08453,0.35685,0.37765
scene,true,pericles,Pericles,main,3,3,15,12,29,331,2,0.16857,0.0382,0.02471,0.06244,0.4843,0.44615
scene,true,pericles,Pericles,main,3,4,16,6,13,111,2,0.07344,0.0,0.10117,0.00163,0.27053,0.33387
scene,true,pericles,Pericles,main,4,,17,3,19,296,2,-0.04636,0.0,-0.1336,-0.09897,0.5489,0.37483
scene,true,pericles,Pericles,main,4,1,18,41,94,848,8,-0.01778,0.0,-0.01507,-0.00466,0.38895,0.39148
scene,true,pericles,Pericles,main,4,2,19,72,122,1139,7,0.06173,0.0,-0.01174,-0.01239,0.33067,0.35545
scene,true,pericles,Pericles,main,4,3,20,15,37,420,2,-0.22361,-0.1531,-0.11136,-0.10027,0.39571,0.46522
scene,true,pericles,Pericles,main,4,4,21,5,30,435,6,-0.16276,0.0,-0.09014,-0.01074,0.36496,0.34057
scene,true,pericles,Pericles,main,4,5,22,7,12,77,2,0.11177,0.0,-0.17827,-0.13926,0.22747,0.24715
scene,true,pericles,Pericles,main,4,6,23,90,160,1467,10,0.04775,0.0,0.00978,-0.009,0.37985,0.38142
scene,true,pericles,Pericles,main,5,,24,6,20,323,4,0.15054,0.0,-0.0094,0.02319,0.50759,0.40945
scene,true,pericles,Pericles,main,5,1,25,105,221,2113,14,0.07088,0.0,0.0825,0.03926,0.36658,0.38885
scene,true,pericles,Pericles,main,5,2,26,3,9,130,2,0.17232,0.0,0.10858,0.03697,0.26334,0.24066
scene,true,pericles,Pericles,main,5,3,27,33,71,698,4,0.12618,0.0,0.21959,0.32045,0.34165,0.40332
play,true,richard-ii,Richard II,,,,,678,1366,22145,108,0.00353,0.0,-0.03492,-0.01785,0.46957,0.43018
act,true,richard-ii,Richard II,main,1,,,134,297,5247,21,0.00324,0.0,-0.04111,-0.01302,0.49982,0.45111
act,true,richard-ii,Richard II,main,2,,,163,297,5188,25,-0.00198,0.0,-0.09343,-0.05991,0.46555,0.43754
act,true,richard-ii,Richard II,main,3,,,116,271,4574,19,-0.00715,0.0,-0.04726,-0.03338,0.48318,0.43358
act,true,richard-ii,Richard II,main,4,,,83,160,2629,9,-0.01293,0.0,0.00267,-0.00886,0.46127,0.41493
act,true,richard-ii,Richard II,main,5,,,182,341,4507,34,0.0248,0.0,0.01358,-0.00292,0.43983,0.4039
scene,true,richard-ii,Richard II,main,1,1,1,33,79,1609,4,-0.03939,0.0,-0.03287,-0.01302,0.52748,0.47078
scene,true,richard-ii,Richard II,main,1,2,2,10,36,598,2,-0.21708,0.0,-0.06591,-0.01831,0.48624,0.5097
scene,true,richard-ii,Richard II,main,1,3,3,73,149,2544,12,0.06622,0.0,-0.02604,-0.00481,0.49567,0.45311
scene,true,richard-ii,Richard II,main,1,4,4,18,33,496,3,0.0613,0.0,-0.10182,-0.05019,0.39584,0.32053
scene,true,richard-ii,Richard II,main,2,1,5,64,125,2426,8,-0.04505,0.0,-0.12276,-0.06469,0.47076,0.44323
scene,true,richard-ii,Richard II,main,2,2,6,45,77,1207,7,-0.03975,0.0,-0.13402,-0.11152,0.46043,0.42858
scene,true,richard-ii,Richard II,main,2,3,7,47,82,1351,7,0.11655,0.0,-0.0029,-0.00817,0.43105,0.42734
scene,true,richard-ii,Richard II,main,2,4,8,7,13,204,3,-0.11185,0.0,-0.14202,-0.07342,0.56721,0.46702
scene,true,richard-ii,Richard II,main,3,1,9,10,21,370,3,-0.1202,0.0,0.03022,0.10685,0.54797,0.41574
scene,true,richard-ii,Richard II,main,3,2,10,33,102,1720,4,-0.07894,0.0,-0.08351,-0.07732,0.51887,0.48292
scene,true,richard-ii,Richard II,main,3,3,11,42,93,1632,7,0.13344,0.0,0.03324,0.00277,0.4532,0.4056
scene,true,richard-ii,Richard II,main,3,4,12,31,55,852,5,-0.06856,0.0,-0.1457,-0.17245,0.38737,0.36554
scene,true,richard-ii,Richard II,main,4,1,13,83,160,2629,9,-0.01293,0.0,0.00267,-0.00886,0.46127,0.41493
scene,true,richard-ii,Richard II,main,5,1,14,23,49,797,4,-0.01635,0.0,0.04419,0.04341,0.51178,0.37903
scene,true,richard-ii,Richard II,main,5,2,15,50,92,954,6,0.03338,0.0,0.05056,0.00439,0.34375,0.37913
scene,true,richard-ii,Richard II,main,5,3,16,56,93,1204,7,0.12621,0.0,-0.04305,-0.04066,0.41816,0.4282
scene,true,richard-ii,Richard II,main,5,4,17,7,8,101,2,0.04593,0.0,0.02578,-0.05853,0.33636,0.36252
scene,true,richard-ii,Richard II,main,5,5,18,28,71,1025,8,-0.03822,0.0,0.00401,-0.01781,0.48898,0.41483
scene,true,richard-ii,Richard II,main,5,6,19,18,28,426,7,-0.11449,0.0,0.0474,0.03446,0.5076,0.43652
play,true,richard-iii,Richard III,,,,,1302,2808,32940,211,0.00932,0.0,-0.03784,-0.01154,0.45801,0.41617
act,true,richard-iii,Richard III,main,1,,,361,790,9967,32,-0.0578,0.0,-0.09173,-0.0456,0.47732,0.42415
act,true,richard-iii,Richard III,main,2,,,152,318,3880,20,0.04596,0.0,-0.09056,-0.06422,0.48005,0.42853
act,true,richard-iii,Richard III,main,3,,,301,601,7223,55,0.10013,0.0,-0.00088,0.00131,0.43838,0.40552
act,true,richard-iii,Richard III,main,4,,,338,686,7621,47,-0.00944,0.0,-0.03941,-0.01437,0.44184,0.39248
act,true,richard-iii,Richard III,main,5,,,150,413,4249,57,0.00848,0.0,0.05468,0.01519,0.43459,0.42462
scene,true,richard-iii,Richard III,main,1,1,1,40,114,1396,6,0.03665,0.0,-0.08185,-0.03491,0.42377,0.3738
scene,true,richard-iii,Richard III,main,1,2,2,96,212,2878,8,-0.075,0.0,-0.11906,-0.07326,0.52286,0.44153
scene,true,richard-iii,Richard III,main,1,3,3,118,256,3366,9,-0.06606,0.0,-0.06099,-0.03465,0.48362,0.44083
scene,true,richard-iii,Richard III,main,1,4,4,107,208,2327,9,-0.08189,0.0,-0.10713,-0.05736,0.44464,0.41122
scene,true,richard-iii,Richard III,main,2,1,5,41,93,1298,8,0.0995,0.0,-0.04542,-0.01554,0.51565,0.46369
scene,true,richard-iii,Richard III,main,2,2,6,48,113,1445,6,-0.02493,0.0,-0.1256,-0.07433,0.51336,0.45023
scene,true,richard-iii,Richard III,main,2,3,7,25,46,464,3,0.10038,0.0,-0.09348,-0.0867,0.41822,0.32744
scene,true,richard-iii,Richard III,main,2,4,8,38,66,673,3,0.05396,0.0,-0.09217,-0.05226,0.39664,0.40338
scene,true,richard-iii,Richard III,main,3,1,9,93,158,1818,10,0.12986,0.0,-0.01961,-0.02403,0.43008,0.40733
scene,true,richard-iii,Richard III,main,3,2,10,59,111,1113,12,0.08773,0.0,0.05548,0.01186,0.3686,0.38593
scene,true,richard-iii,Richard III,main,3,3,11,11,21,215,2,-0.12318,0.0,0.05004,0.01808,0.52083,0.47541
scene,true,richard-iii,Richard III,main,3,4,12,39,80,987,8,0.10837,0.0,-0.0116,0.00188,0.45412,0.38308
scene,true,richard-iii,Richard III,main,3,5,13,35,69,875,8,0.01146,0.0,0.03529,0.01202,0.42764,0.3964
scene,true,richard-iii,Richard III,main,3,6,14,3,12,139,2,0.09082,0.1591,-0.16385,0.00037,0.54541,0.43186
scene,true,richard-iii,Richard III,main,3,7,15,61,150,2076,13,0.14641,0.0,-0.02786,-0.00328,0.46214,0.42087
scene,true,richard-iii,Richard III,main,4,1,16,35,87,977,6,-0.00178,0.0,-0.04373,-0.01459,0.46813,0.40267
scene,true,richard-iii,Richard III,main,4,2,17,72,131,1110,13,0.02574,0.0,0.03609,0.0139,0.37962,0.33323
scene,true,richard-iii,Richard III,main,4,3,18,20,45,456,5,0.00519,0.0,0.06837,0.04331,0.46561,0.39232
